IDCJAC0009,086282,2015,03,01,16.8,1,N
IDCJAC0009,086282,2015,03,02,0.0,1,N
IDCJAC0009,086282,2015,03,03,0.0,,N
IDCJAC0009,086282,2015,03,04,0.0,,N
IDCJAC0009,086282,2015,03,05,0.4,1,N
IDCJAC0009,086282,2015,03,06,0.0,,N
IDCJAC0009,086282,2015,03,07,1.2,1,N
IDCJAC0009,086282,2015,03,08,0.0,,N
IDCJAC0009,086282,2015,03,09,0.0,,N
IDCJAC0009,086282,2015,03,10,0.0,,N
IDCJAC0009,086282,2015,03,11,0.0,,N
IDCJAC0009,086282,2015,03,12,0.0,,N
IDCJAC0009,086282,2015,03,13,0.0,,N
IDCJAC0009,086282,2015,03,14,0.0,,N
IDCJAC0009,086282,2015,03,15,1.2,1,N
IDCJAC0009,086282,2015,03,16,0.0,,N
IDCJAC0009,086282,2015,03,17,0.0,1,N
IDCJAC0009,086282,2015,03,18,1.8,1,N
IDCJAC0009,086282,2015,03,19,0.0,,N
IDCJAC0009,086282,2015,03,20,0.2,1,N
IDCJAC0009,086282,2015,03,21,0.0,,N
IDCJAC0009,086282,2015,03,22,0.0,,N
IDCJAC0009,086282,2015,03,23,0.0,,N
IDCJAC0009,086282,2015,03,24,0.4,1,N
IDCJAC0009,086282,2015,03,25,0.0,1,N
IDCJAC0009,086282,2015,03,26,0.2,1,N
IDCJAC0009,086282,2015,03,27,0.0,1,N
IDCJAC0009,086282,2015,03,28,0.0,1,N
IDCJAC0009,086282,2015,03,29,0.0,,N
IDCJAC0009,086282,2015,03,30,0.0,,N
IDCJAC0009,086282,2015,03,31,0.0,,N
