IDCJAC0009,086282,2015,02,01,0.8,1,N
IDCJAC0009,086282,2015,02,02,1.4,1,N
IDCJAC0009,086282,2015,02,03,0.0,,N
IDCJAC0009,086282,2015,02,04,0.0,1,N
IDCJAC0009,086282,2015,02,05,0.4,1,N
IDCJAC0009,086282,2015,02,06,0.0,,N
IDCJAC0009,086282,2015,02,07,0.0,,N
IDCJAC0009,086282,2015,02,08,0.0,1,N
IDCJAC0009,086282,2015,02,09,0.0,,N
IDCJAC0009,086282,2015,02,10,0.0,,N
IDCJAC0009,086282,2015,02,11,0.0,,N
IDCJAC0009,086282,2015,02,12,0.0,1,N
IDCJAC0009,086282,2015,02,13,0.0,,N
IDCJAC0009,086282,2015,02,14,21.4,1,N
IDCJAC0009,086282,2015,02,15,0.2,1,N
IDCJAC0009,086282,2015,02,16,0.0,,N
IDCJAC0009,086282,2015,02,17,0.0,1,N
IDCJAC0009,086282,2015,02,18,0.0,1,N
IDCJAC0009,086282,2015,02,19,0.2,1,N
IDCJAC0009,086282,2015,02,20,0.0,,N
IDCJAC0009,086282,2015,02,21,0.0,,N
IDCJAC0009,086282,2015,02,22,0.0,1,N
IDCJAC0009,086282,2015,02,23,0.0,1,N
IDCJAC0009,086282,2015,02,24,14.4,1,N
IDCJAC0009,086282,2015,02,25,0.0,,N
IDCJAC0009,086282,2015,02,26,0.0,1,N
IDCJAC0009,086282,2015,02,27,0.0,,N
IDCJAC0009,086282,2015,02,28,0.0,1,N
