IDCJAC0009,086282,2015,04,01,0.0,,N
IDCJAC0009,086282,2015,04,02,0.6,1,N
IDCJAC0009,086282,2015,04,03,0.0,,N
IDCJAC0009,086282,2015,04,04,0.0,,N
IDCJAC0009,086282,2015,04,05,0.0,,N
IDCJAC0009,086282,2015,04,06,0.0,,N
IDCJAC0009,086282,2015,04,07,0.0,1,N
IDCJAC0009,086282,2015,04,08,10.2,1,N
IDCJAC0009,086282,2015,04,09,0.0,,N
IDCJAC0009,086282,2015,04,10,0.0,,N
IDCJAC0009,086282,2015,04,11,0.0,,N
IDCJAC0009,086282,2015,04,12,0.0,,N
IDCJAC0009,086282,2015,04,13,0.0,,N
IDCJAC0009,086282,2015,04,14,1.4,1,N
IDCJAC0009,086282,2015,04,15,1.8,1,N
IDCJAC0009,086282,2015,04,16,0.0,,N
IDCJAC0009,086282,2015,04,17,0.0,,N
IDCJAC0009,086282,2015,04,18,2.6,1,N
IDCJAC0009,086282,2015,04,19,4.6,1,N
IDCJAC0009,086282,2015,04,20,1.2,1,N
IDCJAC0009,086282,2015,04,21,0.0,,N
IDCJAC0009,086282,2015,04,22,0.0,,N
IDCJAC0009,086282,2015,04,23,0.0,1,N
IDCJAC0009,086282,2015,04,24,0.2,1,N
IDCJAC0009,086282,2015,04,25,4.2,1,N
IDCJAC0009,086282,2015,04,26,6.8,1,N
IDCJAC0009,086282,2015,04,27,0.2,1,N
IDCJAC0009,086282,2015,04,28,1.2,1,N
IDCJAC0009,086282,2015,04,29,0.2,1,N
IDCJAC0009,086282,2015,04,30,0.0,,N
